千代田,14769
中央,40275
港,60616
新宿,84498
文京,47623
台東,44356
墨田,58747
江東,113245
品川,91061
目黒,63581
大田,154668
世田谷,140019
渋谷,92708
中野,197836
杉並,54962
豊島,74247
北,112416
荒川,63698
板橋,72752
練馬,47706
足立,115865
葛飾,143254
江戸川,150172
八王子,89966
立川,31243
武蔵野,26572
三鷹,33639
青梅,17448
府中,45408
昭島,19273
調布,43757
町田,67998
小金井,21538
小平,31223
日野,30504
東村山,21339
国分寺,21163
国立,11893
福生,9108
狛江,14821
東大和,13437
清瀬,10442
東久留米,17881
武蔵村山,12426
多摩,21699
稲城,15522
羽村,8452
あきる野,11913
西東京,36158
瑞穂,4622
日の出,2468
檜原,167
奥多摩,503
大島,1095
利島,31
新島,185
神津島,346
三宅,186
御蔵島,62
八丈,594
青ヶ島,7
小笠原,359
都外,268469
調査中,2038
