千代田,1835
中央,5629
港,9918
新宿,17736
文京,5236
台東,6504
墨田,7140
江東,13119
品川,11453
目黒,10141
大田,19146
世田谷,27627
渋谷,9810
中野,11966
杉並,15455
豊島,10595
北,9302
荒川,5690
板橋,14436
練馬,17325
足立,17565
葛飾,12313
江戸川,18132
八王子,9676
立川,3232
武蔵野,3120
三鷹,3701
青梅,1664
府中,4323
昭島,1855
調布,4580
町田,7005
小金井,2112
小平,2922
日野,2801
東村山,2112
国分寺,2067
国立,1103
福生,1139
狛江,1445
東大和,1199
清瀬,1032
東久留米,1824
武蔵村山,1056
多摩,2094
稲城,1484
羽村,842
あきる野,1132
西東京,4058
瑞穂,410
日の出,165
檜原,12
奥多摩,55
大島,72
利島,1
新島,14
神津島,2
三宅,13
御蔵島,2
八丈,15
青ヶ島,0
小笠原,12
都外,28698
調査中,183
