千代田,1852
中央,5676
港,10017
新宿,18484
文京,5325
台東,6558
墨田,7250
江東,13208
品川,12049
目黒,10239
大田,19392
世田谷,27853
渋谷,9895
中野,12069
杉並,15577
豊島,10715
北,9457
荒川,5725
板橋,14507
練馬,17641
足立,17799
葛飾,12394
江戸川,18261
八王子,9838
立川,3250
武蔵野,3165
三鷹,3732
青梅,1668
府中,4370
昭島,1856
調布,4608
町田,7130
小金井,2176
小平,2940
日野,2836
東村山,2119
国分寺,2094
国立,1106
福生,1141
狛江,1466
東大和,1204
清瀬,1042
東久留米,1840
武蔵村山,1059
多摩,2112
稲城,1502
羽村,842
あきる野,1138
西東京,4086
瑞穂,412
日の出,167
檜原,12
奥多摩,55
大島,72
利島,1
新島,14
神津島,2
三宅,13
御蔵島,2
八丈,16
青ヶ島,0
小笠原,12
都外,29337
調査中,186
